20150615140000|000000000|103|1409649427963|1409649428488|15|999|10.83.124.18|60914|137.175.9.211|80|734|329|0|0|200|559955.com|0
20150615140000|000000000|103|1409649429208|1409649431578|15|999|10.83.124.18|60914|137.175.9.211|80|729|369|0|0|200|559955.com|0
20150615140000|000000000|103|1409649427963|1409649428478|15|999|10.83.124.18|60915|137.175.9.211|80|734|329|0|0|200|559955.com|0
20150615140000|000000000|103|1409649429213|1409649431578|15|999|10.83.124.18|60915|137.175.9.211|80|731|369|0|0|200|559955.com|0
20150615140000|000000000|103|1409649427963|1409649428478|15|999|10.83.124.18|60916|137.175.9.211|80|734|329|0|0|200|559955.com|0
20150615140000|000000000|103|1409649429208|1409649431578|15|999|10.83.124.18|60916|137.175.9.211|80|731|369|0|0|200|559955.com|0
20150615140000|000000000|103|1409649427963|1409649428458|15|999|10.83.124.18|60917|137.175.9.211|80|733|329|0|0|200|559955.com|0
20150615140000|000000000|103|1409649428478|1409649428768|15|999|10.83.124.18|60917|137.175.9.211|80|621|265|0|0|200|559955.com|0
20150615140000|000000000|103|1409649429193|1409649431568|15|999|10.83.124.18|60917|137.175.9.211|80|727|369|0|0|200|559955.com|0
20150615140000|000000000|103|1409649427968|1409649428493|15|999|10.83.124.18|60918|137.175.9.211|80|733|329|0|0|200|559955.com|0
20150615140000|000000000|103|1409649429208|1409649431578|15|999|10.83.124.18|60918|137.175.9.211|80|730|368|0|0|200|559955.com|0
20150615140000|000000000|103|1409649427968|1409649428508|15|999|10.83.124.18|60919|137.175.9.211|80|732|327|0|0|200|559955.com|0
20150615140000|000000000|103|1409649429208|1409649431578|15|999|10.83.124.18|60919|137.175.9.211|80|731|369|0|0|200|559955.com|0
20150615140000|000000000|103|1409649427968|1409649428478|15|999|10.83.124.18|60920|137.175.9.211|80|731|327|0|0|200|559955.com|0
20150615140000|000000000|103|1409649429213|1409649431568|15|999|10.83.124.18|60920|137.175.9.211|80|731|369|0|0|200|559955.com|0
20150615140000|133833226|103|1409649413996|1409649414166|15|3|10.95.140.105|34614|140.205.76.111|80|1322|1121|0|0|200|shop.m.taobao.com|0
20150615140000|133833226|103|1409649422896|1409649422986|15|3|10.95.140.105|34614|140.205.76.111|80|1222|1021|0|0|200|shop.m.taobao.com|0
20150615140000|133833226|103|1409649424611|1409649444243|15|3|10.95.140.105|34614|140.205.76.111|80|1305|1102|0|0|200|shop.m.taobao.com|0
20150615140000|000000000|103|1409649433843|1409649434097|18|184|10.83.106.110|32809|140.205.76.162|80|990|1890|1|0|200|pass.koubei.com|0
20150615140000|000000000|103|1409649434523|1409649434740|18|100|10.83.106.110|32812|140.205.76.162|80|990|1889|1|0|200|pass.aliyun.com|0
20150615140000|000000000|103|1409649434923|1409649435151|6|10|10.83.106.110|32814|140.205.76.162|80|989|1876|1|0|200|pass.xiami.com|0
